,STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
261,MIZORAM,2011,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
262,MIZORAM,2011,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
263,MIZORAM,2011,Farming/Agriculture Activity,0,3,5,4,1,13,0,0,1,0,0,1,14
264,MIZORAM,2011,Others (Please Specify),0,6,4,0,0,10,0,2,0,1,0,3,13
265,MIZORAM,2011,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
266,MIZORAM,2011,Others (Please Specify),0,3,5,0,0,8,0,0,0,0,0,0,8
267,MIZORAM,2011,Total,2,37,29,7,2,77,0,5,6,2,0,13,90
268,MIZORAM,2011,Total Salaried,0,0,4,3,0,7,0,1,0,0,0,1,8
269,MIZORAM,2011,Total Self-employed,0,9,9,4,1,23,0,2,1,1,0,4,27
270,NAGALAND,2011,House Wife,0,0,0,0,0,0,0,2,2,0,0,4,4
271,NAGALAND,2011,Service (Government),0,1,6,0,0,7,0,0,0,0,0,0,7
272,NAGALAND,2011,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
273,NAGALAND,2011,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
274,NAGALAND,2011,Student,0,0,0,0,0,0,0,2,0,0,0,2,2
275,NAGALAND,2011,Unemployed,0,0,1,0,0,1,0,0,0,0,0,0,1
276,NAGALAND,2011,Self-employed (Business activity),0,0,1,0,0,1,0,0,0,0,0,0,1
277,NAGALAND,2011,Professional Activity,0,1,3,5,0,9,0,0,0,0,0,0,9
278,NAGALAND,2011,Farming/Agriculture Activity,0,1,0,1,0,2,0,0,0,0,0,0,2
279,NAGALAND,2011,Others (Please Specify),0,3,0,2,0,5,0,2,0,0,0,2,7
280,NAGALAND,2011,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
281,NAGALAND,2011,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
282,NAGALAND,2011,Total,0,6,11,8,0,25,0,6,2,0,0,8,33
283,NAGALAND,2011,Total Salaried,0,1,6,0,0,7,0,0,0,0,0,0,7
284,NAGALAND,2011,Total Self-employed,0,5,4,8,0,17,0,2,0,0,0,2,19
285,ODISHA,2011,House Wife,0,0,0,0,0,0,0,352,314,132,31,829,829
286,ODISHA,2011,Service (Government),0,5,13,16,0,34,0,2,3,3,0,8,42
287,ODISHA,2011,Service (Private),4,96,154,69,11,334,0,37,41,14,3,95,429
288,ODISHA,2011,Public Sector Undertaking,0,54,65,23,1,143,0,15,13,5,0,33,176
289,ODISHA,2011,Student,36,163,9,0,0,208,37,117,6,0,0,160,368
290,ODISHA,2011,Unemployed,32,149,149,49,2,381,11,65,48,19,6,149,530
291,ODISHA,2011,Self-employed (Business activity),1,56,110,98,10,275,0,21,21,6,1,49,324
292,ODISHA,2011,Professional Activity,0,29,64,17,2,112,0,5,4,0,0,9,121
293,ODISHA,2011,Farming/Agriculture Activity,0,35,44,52,7,138,0,0,3,3,0,6,144
294,ODISHA,2011,Others (Please Specify),58,325,309,236,126,1054,56,141,163,119,63,542,1596
295,ODISHA,2011,Retired Person,0,0,0,4,31,35,0,0,0,4,6,10,45
296,ODISHA,2011,Others (Please Specify),13,104,109,83,37,346,17,117,89,51,17,291,637
297,ODISHA,2011,Total,144,1016,1026,647,227,3060,121,872,705,356,127,2181,5241
298,ODISHA,2011,Total Salaried,4,155,232,108,12,511,0,54,57,22,3,136,647
299,ODISHA,2011,Total Self-employed,59,445,527,403,145,1579,56,167,191,128,64,606,2185
300,PUNJAB,2011,House Wife,0,0,0,0,0,0,0,72,61,10,5,148,148
301,PUNJAB,2011,Service (Government),0,13,20,10,0,43,0,0,0,0,0,0,43
302,PUNJAB,2011,Service (Private),0,52,58,31,7,148,0,6,0,0,0,6,154
303,PUNJAB,2011,Public Sector Undertaking,0,5,2,1,0,8,0,6,2,0,0,8,16
304,PUNJAB,2011,Student,0,20,1,0,0,21,0,17,0,0,0,17,38
305,PUNJAB,2011,Unemployed,0,48,26,12,8,94,0,4,2,0,0,6,100
306,PUNJAB,2011,Self-employed (Business activity),0,10,16,4,1,31,0,0,0,0,0,0,31
307,PUNJAB,2011,Professional Activity,0,3,11,2,1,17,0,0,0,0,0,0,17
308,PUNJAB,2011,Farming/Agriculture Activity,0,33,34,14,13,94,0,0,1,3,0,4,98
309,PUNJAB,2011,Others (Please Specify),0,43,54,27,20,144,0,6,4,2,0,12,156
310,PUNJAB,2011,Retired Person,0,0,2,2,5,9,0,0,0,0,0,0,9
311,PUNJAB,2011,Others (Please Specify),0,47,67,22,10,146,0,5,5,0,0,10,156
312,PUNJAB,2011,Total,0,274,291,125,65,755,0,116,75,15,5,211,966
313,PUNJAB,2011,Total Salaried,0,70,80,42,7,199,0,12,2,0,0,14,213
314,PUNJAB,2011,Total Self-employed,0,89,115,47,35,286,0,6,5,5,0,16,302
315,RAJASTHAN,2011,House Wife,0,0,0,0,0,0,9,341,306,101,27,784,784
316,RAJASTHAN,2011,Service (Government),0,5,16,13,1,35,0,1,6,1,0,8,43
317,RAJASTHAN,2011,Service (Private),0,196,142,68,7,413,0,21,17,5,2,45,458
318,RAJASTHAN,2011,Public Sector Undertaking,0,7,8,8,2,25,0,2,3,0,0,5,30
319,RAJASTHAN,2011,Student,23,128,6,0,0,157,8,68,3,0,0,79,236
320,RAJASTHAN,2011,Unemployed,0,63,42,9,0,114,0,9,4,1,0,14,128
321,RAJASTHAN,2011,Self-employed (Business activity),0,53,71,34,3,161,0,6,7,1,0,14,175
322,RAJASTHAN,2011,Professional Activity,0,31,51,20,2,104,0,1,0,0,0,1,105
323,RAJASTHAN,2011,Farming/Agriculture Activity,0,77,77,59,11,224,0,20,15,8,1,44,268
324,RAJASTHAN,2011,Others (Please Specify),6,252,318,133,29,738,2,66,29,11,3,111,849
325,RAJASTHAN,2011,Retired Person,0,0,1,3,4,8,0,0,0,0,0,0,8
326,RAJASTHAN,2011,Others (Please Specify),34,337,324,292,50,1037,8,102,73,32,12,227,1264
327,RAJASTHAN,2011,Total,63,1149,1056,639,109,3016,27,637,463,160,45,1332,4348
328,RAJASTHAN,2011,Total Salaried,0,208,166,89,10,473,0,24,26,6,2,58,531
329,RAJASTHAN,2011,Total Self-employed,6,413,517,246,45,1227,2,93,51,20,4,170,1397
330,SIKKIM,2011,House Wife,0,0,0,0,0,0,0,7,3,2,0,12,12
331,SIKKIM,2011,Service (Government),0,9,2,1,0,12,0,2,0,0,0,2,14
332,SIKKIM,2011,Service (Private),0,11,5,4,0,20,0,10,0,1,0,11,31
333,SIKKIM,2011,Public Sector Undertaking,0,6,8,0,0,14,0,2,0,2,0,4,18
334,SIKKIM,2011,Student,0,2,1,0,0,3,0,4,0,0,0,4,7
335,SIKKIM,2011,Unemployed,0,3,9,5,0,17,0,1,3,5,0,9,26
336,SIKKIM,2011,Self-employed (Business activity),0,1,2,3,0,6,0,3,2,0,0,5,11
337,SIKKIM,2011,Professional Activity,0,0,1,0,0,1,0,0,2,2,0,4,5
338,SIKKIM,2011,Farming/Agriculture Activity,0,0,4,3,0,7,0,0,3,2,0,5,12
339,SIKKIM,2011,Others (Please Specify),0,4,1,5,0,10,0,0,7,3,0,10,20
340,SIKKIM,2011,Retired Person,0,0,0,2,0,2,0,0,0,0,0,0,2
341,SIKKIM,2011,Others (Please Specify),4,4,3,2,2,15,2,3,2,1,3,11,26
342,SIKKIM,2011,Total,4,40,36,25,2,107,2,32,22,18,3,77,184
343,SIKKIM,2011,Total Salaried,0,26,15,5,0,46,0,14,0,3,0,17,63
344,SIKKIM,2011,Total Self-employed,0,5,8,11,0,24,0,3,14,7,0,24,48
345,TAMIL NADU,2011,House Wife,0,0,0,0,0,0,5,915,888,407,218,2433,2433
346,TAMIL NADU,2011,Service (Government),0,11,52,53,4,120,0,11,18,5,3,37,157
347,TAMIL NADU,2011,Service (Private),0,287,449,257,45,1038,1,96,81,48,1,227,1265
348,TAMIL NADU,2011,Public Sector Undertaking,1,38,50,34,7,130,0,31,16,3,1,51,181
349,TAMIL NADU,2011,Student,95,324,61,0,0,480,78,273,18,0,0,369,849
350,TAMIL NADU,2011,Unemployed,14,408,596,599,146,1763,15,239,114,85,18,471,2234
351,TAMIL NADU,2011,Self-employed (Business activity),0,187,281,203,58,729,0,11,30,7,1,49,778
352,TAMIL NADU,2011,Professional Activity,0,69,144,81,33,327,0,18,23,28,25,94,421
353,TAMIL NADU,2011,Farming/Agriculture Activity,3,99,161,157,62,482,2,61,43,23,12,141,623
354,TAMIL NADU,2011,Others (Please Specify),10,472,734,528,220,1964,11,199,169,98,33,510,2474
355,TAMIL NADU,2011,Retired Person,0,0,6,24,51,81,0,0,0,5,4,9,90
356,TAMIL NADU,2011,Others (Please Specify),36,841,1443,469,379,3168,84,565,426,117,98,1290,4458
357,TAMIL NADU,2011,Total,159,2736,3977,2405,1005,10282,196,2419,1826,826,414,5681,15963
358,TAMIL NADU,2011,Total Salaried,1,336,551,344,56,1288,1,138,115,56,5,315,1603
359,TAMIL NADU,2011,Total Self-employed,13,827,1320,969,373,3502,13,289,265,156,71,794,4296
360,TRIPURA,2011,House Wife,0,0,0,0,0,0,0,29,47,37,27,140,140
361,TRIPURA,2011,Service (Government),0,0,2,1,0,3,0,0,0,0,0,0,3
362,TRIPURA,2011,Service (Private),0,10,6,3,1,20,0,0,0,0,0,0,20
363,TRIPURA,2011,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
364,TRIPURA,2011,Student,2,78,0,0,0,80,5,77,0,0,0,82,162
365,TRIPURA,2011,Unemployed,0,1,1,0,0,2,0,0,0,0,0,0,2
366,TRIPURA,2011,Self-employed (Business activity),0,33,30,24,12,99,0,0,0,0,0,0,99
367,TRIPURA,2011,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
368,TRIPURA,2011,Farming/Agriculture Activity,0,5,9,4,2,20,0,0,0,0,0,0,20
369,TRIPURA,2011,Others (Please Specify),0,5,12,3,9,29,0,4,2,1,0,7,36
370,TRIPURA,2011,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
371,TRIPURA,2011,Others (Please Specify),3,70,73,33,15,194,0,23,4,0,0,27,221
372,TRIPURA,2011,Total,5,202,133,68,39,447,5,133,53,38,27,256,703
373,TRIPURA,2011,Total Salaried,0,10,8,4,1,23,0,0,0,0,0,0,23
374,TRIPURA,2011,Total Self-employed,0,43,51,31,23,148,0,4,2,1,0,7,155
375,UTTAR PRADESH,2011,House Wife,0,0,0,0,0,0,24,739,327,109,45,1244,1244
376,UTTAR PRADESH,2011,Service (Government),0,11,21,16,0,48,0,22,17,2,0,41,89
377,UTTAR PRADESH,2011,Service (Private),0,133,127,57,2,319,0,29,46,4,0,79,398
378,UTTAR PRADESH,2011,Public Sector Undertaking,0,4,4,8,0,16,0,2,2,0,0,4,20
379,UTTAR PRADESH,2011,Student,17,122,10,4,0,153,16,89,1,0,0,106,259
380,UTTAR PRADESH,2011,Unemployed,1,132,86,29,11,259,3,22,27,9,2,63,322
381,UTTAR PRADESH,2011,Self-employed (Business activity),1,33,59,10,2,105,0,27,0,0,0,27,132
382,UTTAR PRADESH,2011,Professional Activity,0,30,54,27,2,113,0,4,3,2,0,9,122
383,UTTAR PRADESH,2011,Farming/Agriculture Activity,3,152,199,118,81,553,4,32,36,12,8,92,645
384,UTTAR PRADESH,2011,Others (Please Specify),9,153,201,117,36,516,6,97,82,39,14,238,754
385,UTTAR PRADESH,2011,Retired Person,0,0,2,1,3,6,0,2,0,0,1,3,9
386,UTTAR PRADESH,2011,Others (Please Specify),14,197,234,131,49,625,6,105,75,24,14,224,849
387,UTTAR PRADESH,2011,Total,45,967,997,518,186,2713,59,1170,616,201,84,2130,4843
388,UTTAR PRADESH,2011,Total Salaried,0,148,152,81,2,383,0,53,65,6,0,124,507
389,UTTAR PRADESH,2011,Total Self-employed,13,368,513,272,121,1287,10,160,121,53,22,366,1653
390,UTTARAKHAND,2011,House Wife,0,0,0,0,0,0,0,23,24,3,1,51,51
391,UTTARAKHAND,2011,Service (Government),0,5,9,3,0,17,0,2,0,0,0,2,19
392,UTTARAKHAND,2011,Service (Private),0,11,18,2,0,31,0,4,2,0,0,6,37
393,UTTARAKHAND,2011,Public Sector Undertaking,0,2,1,1,1,5,0,4,0,0,0,4,9
394,UTTARAKHAND,2011,Student,3,9,1,0,0,13,1,16,0,0,0,17,30
395,UTTARAKHAND,2011,Unemployed,1,12,13,7,3,36,0,3,2,0,0,5,41
396,UTTARAKHAND,2011,Self-employed (Business activity),0,7,5,3,0,15,0,0,0,0,0,0,15
397,UTTARAKHAND,2011,Professional Activity,0,1,2,0,0,3,0,0,0,0,0,0,3
398,UTTARAKHAND,2011,Farming/Agriculture Activity,0,10,2,9,1,22,0,2,1,0,0,3,25
399,UTTARAKHAND,2011,Others (Please Specify),1,7,11,4,3,26,0,5,8,5,0,18,44
400,UTTARAKHAND,2011,Retired Person,0,0,1,0,3,4,0,0,0,0,0,0,4
401,UTTARAKHAND,2011,Others (Please Specify),0,5,10,5,0,20,0,10,7,2,0,19,39
402,UTTARAKHAND,2011,Total,5,69,73,34,11,192,1,69,44,10,1,125,317
403,UTTARAKHAND,2011,Total Salaried,0,18,28,6,1,53,0,10,2,0,0,12,65
404,UTTARAKHAND,2011,Total Self-employed,1,25,20,16,4,66,0,7,9,5,0,21,87
405,WEST BENGAL,2011,House Wife,0,0,0,0,0,0,1,1218,1171,474,91,2955,2955
406,WEST BENGAL,2011,Service (Government),0,14,66,25,1,106,0,7,5,5,0,17,123
407,WEST BENGAL,2011,Service (Private),0,114,235,222,1,572,0,78,66,32,0,176,748
408,WEST BENGAL,2011,Public Sector Undertaking,0,73,245,191,0,509,0,90,61,30,2,183,692
409,WEST BENGAL,2011,Student,92,426,9,0,0,527,96,404,7,0,0,507,1034
410,WEST BENGAL,2011,Unemployed,0,394,638,139,24,1195,0,138,163,76,6,383,1578
411,WEST BENGAL,2011,Self-employed (Business activity),0,353,427,257,32,1069,15,15,39,18,0,87,1156
412,WEST BENGAL,2011,Professional Activity,0,43,165,151,8,367,0,16,18,13,0,47,414
413,WEST BENGAL,2011,Farming/Agriculture Activity,0,132,293,182,55,662,0,39,69,37,0,145,807
414,WEST BENGAL,2011,Others (Please Specify),31,302,727,528,195,1783,36,364,296,199,58,953,2736
415,WEST BENGAL,2011,Retired Person,0,0,0,0,61,61,0,0,0,0,11,11,72
416,WEST BENGAL,2011,Others (Please Specify),161,670,987,601,354,2773,110,344,431,277,242,1404,4177
417,WEST BENGAL,2011,Total,284,2521,3792,2296,731,9624,258,2713,2326,1161,410,6868,16492
418,WEST BENGAL,2011,Total Salaried,0,201,546,438,2,1187,0,175,132,67,2,376,1563
419,WEST BENGAL,2011,Total Self-employed,31,830,1612,1118,290,3881,51,434,422,267,58,1232,5113
420,TOTAL (STATES),2011,House Wife,0,0,0,0,0,0,81,10501,8387,3668,1515,24152,24152
421,TOTAL (STATES),2011,Service (Government),0,248,591,423,10,1272,1,121,115,38,10,285,1557
422,TOTAL (STATES),2011,Service (Private),7,2823,3788,2144,352,9114,4,740,611,241,53,1649,10763
423,TOTAL (STATES),2011,Public Sector Undertaking,8,565,824,602,82,2081,4,264,210,79,9,566,2647
424,TOTAL (STATES),2011,Student,604,3252,171,13,0,4040,544,2725,92,8,3,3372,7412
425,TOTAL (STATES),2011,Unemployed,64,2684,3328,1675,364,8115,42,860,520,270,60,1752,9867
426,TOTAL (STATES),2011,Self-employed (Business activity),2,1884,2552,1712,412,6562,15,213,201,90,7,526,7088
427,TOTAL (STATES),2011,Professional Activity,1,1055,1386,891,249,3582,3,181,127,85,45,441,4023
428,TOTAL (STATES),2011,Farming/Agriculture Activity,24,2961,4500,3220,1343,12048,19,762,693,391,91,1956,14004
429,TOTAL (STATES),2011,Others (Please Specify),235,5377,7413,5158,2329,20512,264,2175,1766,1076,458,5739,26251
430,TOTAL (STATES),2011,Retired Person,0,19,23,146,518,706,0,18,5,31,80,134,840
431,TOTAL (STATES),2011,Others (Please Specify),607,4939,6245,4228,2014,18033,454,2345,1888,984,667,6338,24371
432,TOTAL (STATES),2011,Total,1552,25807,30821,20212,7673,86065,1431,20905,14615,6961,2998,46910,132975
433,TOTAL (STATES),2011,Total Salaried,15,3636,5203,3169,444,12467,9,1125,936,358,72,2500,14967
434,TOTAL (STATES),2011,Total Self-employed,262,11277,15851,10981,4333,42704,301,3331,2787,1642,601,8662,51366
435,A & N ISLANDS,2011,House Wife,0,0,0,0,0,0,0,3,4,2,1,10,10
436,A & N ISLANDS,2011,Service (Government),0,7,6,4,1,18,0,2,1,1,0,4,22
437,A & N ISLANDS,2011,Service (Private),0,7,17,8,1,33,0,4,4,1,1,10,43
438,A & N ISLANDS,2011,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
439,A & N ISLANDS,2011,Student,1,9,0,0,0,10,4,8,0,1,0,13,23
440,A & N ISLANDS,2011,Unemployed,0,3,5,2,0,10,0,0,0,1,0,1,11
441,A & N ISLANDS,2011,Self-employed (Business activity),0,0,3,4,0,7,0,2,0,0,0,2,9
442,A & N ISLANDS,2011,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
443,A & N ISLANDS,2011,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
444,A & N ISLANDS,2011,Others (Please Specify),0,0,3,0,0,3,0,0,1,0,0,1,4
445,A & N ISLANDS,2011,Retired Person,0,0,0,0,5,5,0,0,1,0,0,1,6
446,A & N ISLANDS,2011,Others (Please Specify),0,2,1,2,3,8,0,0,0,0,0,0,8
447,A & N ISLANDS,2011,Total,1,28,35,20,10,94,4,19,11,6,2,42,136
448,A & N ISLANDS,2011,Total Salaried,0,14,23,12,2,51,0,6,5,2,1,14,65
449,A & N ISLANDS,2011,Total Self-employed,0,0,6,4,0,10,0,2,1,0,0,3,13
450,CHANDIGARH,2011,House Wife,0,0,0,0,0,0,0,13,13,2,0,28,28
451,CHANDIGARH,2011,Service (Government),0,0,1,2,0,3,0,0,0,0,0,0,3
452,CHANDIGARH,2011,Service (Private),0,2,8,7,0,17,0,2,0,1,0,3,20
453,CHANDIGARH,2011,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
454,CHANDIGARH,2011,Student,0,4,0,0,0,4,0,10,0,0,0,10,14
455,CHANDIGARH,2011,Unemployed,0,8,1,1,0,10,0,2,0,0,0,2,12
456,CHANDIGARH,2011,Self-employed (Business activity),0,0,3,0,0,3,0,0,0,0,0,0,3
457,CHANDIGARH,2011,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
458,CHANDIGARH,2011,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
459,CHANDIGARH,2011,Others (Please Specify),0,10,6,3,1,20,0,1,0,0,0,1,21
460,CHANDIGARH,2011,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
461,CHANDIGARH,2011,Others (Please Specify),0,0,0,0,0,0,0,3,1,0,0,4,4
462,CHANDIGARH,2011,Total,0,24,19,13,1,57,0,31,14,3,0,48,105
463,CHANDIGARH,2011,Total Salaried,0,2,9,9,0,20,0,2,0,1,0,3,23
464,CHANDIGARH,2011,Total Self-employed,0,10,9,3,1,23,0,1,0,0,0,1,24
465,D & N HAVELI,2011,House Wife,0,0,0,0,0,0,0,5,5,2,0,12,12
466,D & N HAVELI,2011,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
467,D & N HAVELI,2011,Service (Private),0,15,3,2,0,20,0,5,0,0,0,5,25
468,D & N HAVELI,2011,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
469,D & N HAVELI,2011,Student,0,3,0,0,0,3,0,3,0,0,0,3,6
470,D & N HAVELI,2011,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
471,D & N HAVELI,2011,Self-employed (Business activity),0,0,0,2,0,2,0,0,0,0,0,0,2
472,D & N HAVELI,2011,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
473,D & N HAVELI,2011,Farming/Agriculture Activity,0,4,3,5,1,13,0,0,0,0,0,0,13
474,D & N HAVELI,2011,Others (Please Specify),0,1,2,0,0,3,0,0,0,1,1,2,5
475,D & N HAVELI,2011,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
476,D & N HAVELI,2011,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
477,D & N HAVELI,2011,Total,0,23,8,9,1,41,0,13,5,3,1,22,63
478,D & N HAVELI,2011,Total Salaried,0,15,3,2,0,20,0,5,0,0,0,5,25
479,D & N HAVELI,2011,Total Self-employed,0,5,5,7,1,18,0,0,0,1,1,2,20
480,DAMAN & DIU,2011,House Wife,0,0,0,0,0,0,0,5,1,1,0,7,7
481,DAMAN & DIU,2011,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
482,DAMAN & DIU,2011,Service (Private),0,6,4,3,0,13,0,3,0,0,0,3,16
483,DAMAN & DIU,2011,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
484,DAMAN & DIU,2011,Student,1,0,0,0,0,1,0,4,0,0,0,4,5
485,DAMAN & DIU,2011,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
486,DAMAN & DIU,2011,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
487,DAMAN & DIU,2011,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
488,DAMAN & DIU,2011,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
489,DAMAN & DIU,2011,Others (Please Specify),0,0,0,1,0,1,0,0,0,0,0,0,1
490,DAMAN & DIU,2011,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
491,DAMAN & DIU,2011,Others (Please Specify),0,1,2,0,0,3,0,1,0,0,0,1,4
492,DAMAN & DIU,2011,Total,1,7,6,4,0,18,0,13,1,1,0,15,33
493,DAMAN & DIU,2011,Total Salaried,0,6,4,3,0,13,0,3,0,0,0,3,16
494,DAMAN & DIU,2011,Total Self-employed,0,0,0,1,0,1,0,0,0,0,0,0,1
495,DELHI (UT),2011,House Wife,0,0,0,0,0,0,0,158,101,20,11,290,290
496,DELHI (UT),2011,Service (Government),0,12,10,5,0,27,0,4,1,1,0,6,33
497,DELHI (UT),2011,Service (Private),0,97,100,28,2,227,0,21,5,2,0,28,255
498,DELHI (UT),2011,Public Sector Undertaking,0,20,6,3,0,29,0,1,0,0,0,1,30
499,DELHI (UT),2011,Student,12,102,0,0,0,114,11,75,0,0,0,86,200
500,DELHI (UT),2011,Unemployed,1,210,130,25,4,370,1,40,10,3,1,55,425
501,DELHI (UT),2011,Self-employed (Business activity),0,9,10,7,0,26,0,0,0,1,0,1,27
502,DELHI (UT),2011,Professional Activity,0,5,7,1,0,13,0,0,0,0,0,0,13
503,DELHI (UT),2011,Farming/Agriculture Activity,0,2,6,2,0,10,0,0,0,0,0,0,10
504,DELHI (UT),2011,Others (Please Specify),1,70,47,19,7,144,1,13,7,10,0,31,175
505,DELHI (UT),2011,Retired Person,0,0,0,0,11,11,0,0,0,0,0,0,11
506,DELHI (UT),2011,Others (Please Specify),4,95,51,37,10,197,6,31,11,1,1,50,247
507,DELHI (UT),2011,Total,18,622,367,127,34,1168,19,343,135,38,13,548,1716
508,DELHI (UT),2011,Total Salaried,0,129,116,36,2,283,0,26,6,3,0,35,318
509,DELHI (UT),2011,Total Self-employed,1,86,70,29,7,193,1,13,7,11,0,32,225
510,LAKSHADWEEP,2011,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0
511,LAKSHADWEEP,2011,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
512,LAKSHADWEEP,2011,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
513,LAKSHADWEEP,2011,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
514,LAKSHADWEEP,2011,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
515,LAKSHADWEEP,2011,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
516,LAKSHADWEEP,2011,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
517,LAKSHADWEEP,2011,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
518,LAKSHADWEEP,2011,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
519,LAKSHADWEEP,2011,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
520,LAKSHADWEEP,2011,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
521,LAKSHADWEEP,2011,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
522,LAKSHADWEEP,2011,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
523,LAKSHADWEEP,2011,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0
524,LAKSHADWEEP,2011,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
525,PUDUCHERRY,2011,House Wife,0,0,0,0,0,0,0,45,30,15,7,97,97
526,PUDUCHERRY,2011,Service (Government),0,1,4,5,0,10,0,1,0,0,0,1,11
527,PUDUCHERRY,2011,Service (Private),0,15,12,13,2,42,0,6,2,0,0,8,50
528,PUDUCHERRY,2011,Public Sector Undertaking,0,2,1,2,0,5,0,1,0,1,0,2,7
529,PUDUCHERRY,2011,Student,2,14,0,0,0,16,7,13,0,0,0,20,36
530,PUDUCHERRY,2011,Unemployed,0,13,15,19,25,72,0,19,2,1,10,32,104
531,PUDUCHERRY,2011,Self-employed (Business activity),0,10,17,18,1,46,0,1,0,0,0,1,47
532,PUDUCHERRY,2011,Professional Activity,0,32,79,54,5,170,0,0,0,0,0,0,170
533,PUDUCHERRY,2011,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
534,PUDUCHERRY,2011,Others (Please Specify),0,6,16,11,2,35,0,0,0,0,0,0,35
535,PUDUCHERRY,2011,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
536,PUDUCHERRY,2011,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
537,PUDUCHERRY,2011,Total,2,93,144,122,35,396,7,86,34,17,17,161,557
538,PUDUCHERRY,2011,Total Salaried,0,18,17,20,2,57,0,8,2,1,0,11,68
539,PUDUCHERRY,2011,Total Self-employed,0,48,112,83,8,251,0,1,0,0,0,1,252
540,TOTAL (UTs),2011,House Wife,0,0,0,0,0,0,0,229,154,42,19,444,444
541,TOTAL (UTs),2011,Service (Government),0,20,21,16,1,58,0,7,2,2,0,11,69
542,TOTAL (UTs),2011,Service (Private),0,142,144,61,5,352,0,41,11,4,1,57,409
543,TOTAL (UTs),2011,Public Sector Undertaking,0,22,7,5,0,34,0,2,0,1,0,3,37
544,TOTAL (UTs),2011,Student,16,132,0,0,0,148,22,113,0,1,0,136,284
545,TOTAL (UTs),2011,Unemployed,1,234,151,47,29,462,1,61,12,5,11,90,552
546,TOTAL (UTs),2011,Self-employed (Business activity),0,19,33,31,1,84,0,3,0,1,0,4,88
547,TOTAL (UTs),2011,Professional Activity,0,37,86,55,5,183,0,0,0,0,0,0,183
548,TOTAL (UTs),2011,Farming/Agriculture Activity,0,6,9,7,1,23,0,0,0,0,0,0,23
549,TOTAL (UTs),2011,Others (Please Specify),1,87,74,34,10,206,1,14,8,11,1,35,241
550,TOTAL (UTs),2011,Retired Person,0,0,0,0,16,16,0,0,1,0,0,1,17
